[20:52:8:913] 1459
[20:52:9:28] 15
[20:52:9:144] 15
[20:52:9:259] 14
[20:52:9:374] 14
[20:52:9:488] 13
[20:52:9:603] 14
[20:52:9:720] 16
[20:52:9:835] 14
[20:52:9:950] 14
[20:52:10:65] 14
[20:52:10:180] 14
[20:52:10:295] 14
[20:52:10:410] 14
[20:52:10:526] 15
[20:52:10:641] 14
[20:52:10:756] 14
[20:52:10:872] 15
[20:52:10:987] 15
[20:52:11:101] 14
[20:52:11:216] 14
[20:52:11:332] 15
[20:52:11:447] 14
[20:52:11:562] 14
[20:52:11:678] 15
[20:52:11:792] 14
[20:52:11:908] 15
[20:52:12:19] 11
[20:52:12:154] 34
[20:52:12:286] 31
[20:52:12:412] 25
[20:52:12:538] 25
[20:52:12:664] 25
[20:52:12:790] 25
[20:52:12:916] 25
[20:52:13:43] 26
[20:52:13:168] 25
[20:52:13:294] 25
[20:52:13:420] 25
[20:52:13:547] 26
[20:52:13:673] 26
[20:52:13:798] 25
[20:52:13:924] 25
[20:52:14:39] 14
[20:52:14:154] 14
[20:52:14:277] 22
[20:52:15:829] 1451
[20:52:15:947] 13
[20:52:16:59] 11
[20:52:16:172] 12
[20:52:16:284] 11
[20:52:16:397] 12
[20:52:16:510] 12
[20:52:16:622] 11
[20:52:16:735] 12
[20:52:16:847] 11
[20:52:16:960] 12
[20:52:17:72] 11
[20:52:17:185] 12
[20:52:17:297] 11
[20:52:17:410] 12
[20:52:17:523] 12
[20:52:17:635] 11
[20:52:17:748] 12
[20:52:17:861] 12
[20:52:17:973] 11
[20:52:18:86] 12
[20:52:18:199] 12
[20:52:18:312] 12
[20:52:18:424] 11
[20:52:18:537] 12
[20:52:18:650] 12
[20:52:18:762] 12
[20:52:18:875] 12
[20:52:18:988] 12
[20:52:19:100] 11
[20:52:19:213] 12
[20:52:19:330] 16
[20:52:19:444] 13
[20:52:19:571] 26
[20:52:19:698] 27
[20:52:19:825] 27
[20:52:19:951] 26
[20:52:20:77] 26
[20:52:20:205] 27
[20:52:20:332] 26
[20:52:20:458] 25
[20:52:20:591] 32
[20:52:20:719] 28
[20:52:20:846] 26
[20:52:20:958] 12
[20:52:21:69] 11
[20:52:22:620] 1450
[20:52:24:160] 1439
[20:52:25:712] 1452
[20:52:27:351] 1539
[20:52:28:877] 1425
[20:52:30:414] 1436
[20:52:31:952] 1437
[20:52:33:740] 1688
[20:52:35:526] 1685
[20:52:37:65] 1438
[20:52:37:175] 9
[20:52:37:288] 12
[20:52:37:401] 12
[20:52:37:513] 12
[20:52:37:626] 12
[20:52:37:738] 11
[20:52:37:851] 12
[20:52:37:963] 11
[20:52:38:76] 12
[20:52:38:189] 12
[20:52:38:301] 11
[20:52:38:414] 12
[20:52:38:527] 12
[20:52:38:639] 12
[20:52:38:752] 12
[20:52:38:865] 12
[20:52:38:981] 16
[20:52:39:93] 12
[20:52:39:206] 12
[20:52:39:319] 12
[20:52:39:431] 12
[20:52:39:544] 12
[20:52:39:657] 12
[20:52:39:769] 12
[20:52:39:882] 12
[20:52:39:994] 11
[20:52:40:107] 12
[20:52:40:221] 13
[20:52:40:333] 12
[20:52:40:446] 12
[20:52:40:558] 11
[20:52:40:673] 14
[20:52:40:785] 11
