[23:58:44:848] 1458
[23:58:46:646] 1466
[23:58:48:447] 1586
[23:58:50:399] 1736
[23:58:52:47] 1487
[23:58:53:986] 1502
[23:58:55:846] 1450
[23:58:57:516] 1486
[23:58:59:453] 1749
[23:59:1:143] 1485
[23:59:2:916] 1450
[23:59:4:725] 1490
[23:59:6:543] 1651
[23:59:8:146] 1441
[23:59:10:40] 1633
[23:59:13:158] 2641
[23:59:15:299] 1970
[23:59:16:967] 1465
[23:59:18:632] 1461
[23:59:20:415] 1548
[23:59:22:75] 1460
[23:59:23:789] 1448
[23:59:25:415] 1450
[23:59:27:26] 1449
[23:59:28:775] 1475
[23:59:30:437] 1458
[23:59:32:199] 1457
[23:59:33:800] 1451
[23:59:35:429] 1469
[23:59:37:97] 1475
[23:59:38:733] 1447
[23:59:40:358] 1449
[23:59:42:35] 1515
[23:59:43:972] 1540
[23:59:46:281] 1647
[23:59:49:628] 2112
[23:59:51:823] 1628
[23:59:53:509] 1491
[23:59:55:179] 1465
[23:59:56:834] 1459
[23:59:58:464] 1468
[0:0:0:119] 835201476
[0:0:2:183] 1451
[0:0:3:964] 1462
[0:0:5:607] 1452
[0:0:7:288] 1476
[0:0:8:910] 1462
[0:0:10:575] 1502
[0:0:12:188] 1440
[0:0:13:841] 1484
[0:0:15:690] 1510
[0:0:17:727] 1465
[0:0:19:560] 1476
[0:0:21:355] 1498
[0:0:23:537] 1461
[0:0:25:312] 1460
[0:0:27:18] 1465
[0:0:29:118] 1530
[0:0:30:754] 1450
[0:0:32:392] 1473
[0:0:34:49] 1483
[0:0:35:713] 1449
[0:0:37:436] 1538
[0:0:39:129] 1507
[0:0:40:900] 1599
[0:0:42:875] 1761
[0:0:44:691] 1575
[0:0:46:345] 1472
[0:0:48:38] 1475
[0:0:50:3] 1705
[0:0:54:89] 2471
[0:0:56:736] 1960
[0:0:59:103] 2066
[0:1:1:549] 2150
[0:1:3:201] 1499
[0:1:4:799] 1449
[0:1:6:477] 1473
[0:1:8:284] 1565
[0:1:10:310] 1859
[0:1:11:934] 1459
[0:1:13:542] 1455
[0:1:15:216] 1463
[0:1:17:557] 1886
[0:1:19:361] 1535
[0:1:21:433] 1894
[0:1:23:120] 1503
[0:1:25:405] 2106
[0:1:27:110] 1462
[0:1:28:835] 1494
[0:1:30:462] 1464
[0:1:32:126] 1483
[0:1:33:784] 1494
[0:1:35:470] 1487
[0:1:37:201] 1500
[0:1:38:941] 1493
[0:1:40:590] 1493
[0:1:42:790] 1978
[0:1:44:566] 1573
[0:1:46:215] 1452
[0:1:47:914] 1457
[0:1:49:598] 1451
[0:1:51:283] 1461
[0:1:52:960] 1458
[0:1:54:576] 1459
[0:1:56:254] 1479
[0:1:57:999] 1560
[0:1:59:967] 1690
[0:2:1:789] 1609
[0:2:3:397] 1455
[0:2:5:58] 1449
[0:2:6:765] 1455
[0:2:8:419] 1465
[0:2:10:62] 1451
[0:2:11:764] 1453
[0:2:13:431] 1452
[0:2:15:62] 1446
[0:2:16:744] 1450
[0:2:18:379] 1462
[0:2:19:991] 1449
[0:2:21:725] 1459
[0:2:23:352] 1454
[0:2:25:22] 1455
[0:2:26:691] 1448
[0:2:28:347] 1480
[0:2:30:18] 1462
[0:2:31:330] 1050
[0:2:31:440] 1
[0:2:31:553] 1
[0:2:31:666] 1
[0:2:31:779] 1
[0:2:31:894] 1
[0:2:32:8] 1
[0:2:32:124] 1
[0:2:32:240] 1
[0:2:32:353] 1
[0:2:32:467] 2
[0:2:32:586] 1
[0:2:32:702] 1
[0:2:32:813] 1
[0:2:32:925] 1
[0:2:33:38] 2
[0:2:33:152] 1
[0:2:33:264] 1
[0:2:33:379] 1
[0:2:33:492] 1
[0:2:33:610] 1
[0:2:33:726] 1
[0:2:33:837] 1
[0:2:33:948] 1
[0:2:34:61] 1
[0:2:34:172] 1
[0:2:34:286] 1
[0:2:34:399] 1
[0:2:34:513] 1
[0:2:34:628] 2
[0:2:34:745] 1
[0:2:34:861] 1
[0:2:34:977] 1
[0:2:35:94] 1
[0:2:35:212] 1
[0:2:35:325] 1
[0:2:35:439] 1
[0:2:35:552] 1
[0:2:35:665] 1
[0:2:35:778] 1
[0:2:35:891] 1
[0:2:36:3] 0
[0:2:36:118] 2
[0:2:36:231] 1
[0:2:36:344] 1
[0:2:36:457] 1
[0:2:36:560] 1
